brand_name,name,processor_type,processor_brand,generations,ram,storage_capacity_gb,have_ssd,have_hdd,graphics_capacity,price,display_size_inch,display_type,color,brand_name_encoded,processor_type_encoded,processor_brand_encoded,generations_encoded,display_type_encoded,color_encoded,storage_type,storage_type_encoded,is_gaming,price_category,Hierarchical,DBSCAN_Original,DBSCAN_UMAP,DBSCAN_PCA
acer,Acer Aspire 3 A315-24P AMD Ryzen 5 7520U 8GB RAM 15.6 Inch FHD Display Pure Silver Laptop<br> Product Id: 33.01.002.1037,AMD Ryzen 5,AMD,Not Applicable,8,512,True,False,0,58000,15.6,FHD,Pure Silver,0,2,0,4,3,60,SSD,1,0,0,1,0,1,1
infinix,"Infinix INBOOK Y2 Plus Intel Core i5 1155G7 8GB RAM, 512GB SSD 15.6 Inch FHD Display Silver Laptop<br> Product Id: 33.01.937.01",Intel Core i5,Intel,11th,8,512,True,False,0,58990,15.6,FHD,Silver,9,11,2,1,3,67,SSD,1,0,0,4,1,3,0
infinix,"Infinix INBOOK Y2 Plus Intel Core i5 1155G7 8GB RAM, 512GB SSD 15.6 Inch FHD Display Grey Laptop<br> Product Id: 33.01.937.02",Intel Core i5,Intel,11th,8,512,True,False,0,58990,15.6,FHD,Grey,9,11,2,1,3,28,SSD,1,0,0,4,1,3,0
lenovo,Lenovo V15 Gen 3 Intel Core i3 1215U 8GB RAM 512GB SSD 15.6 Inch FHD Display Iron Grey Laptop<br> Product Id: 33.01.200.1118,Intel Core i3,Intel,12th,8,512,True,False,0,59500,15.6,FHD,Iron Grey,10,10,2,2,3,34,SSD,1,0,0,4,1,3,0
lenovo,"Lenovo IdeaPad Slim 3i 14IAU7 Intel Core i3 1215U 8GB RAM, 512GB SSD 14 Inch FHD Display Arctic Grey Laptop<br> Product Id: 33.01.200.1144",Intel Core i3,Intel,12th,8,512,True,False,0,59500,14.0,FHD,Arctic Grey,10,10,2,2,3,3,SSD,1,0,0,4,1,5,0
lenovo,"Lenovo IdeaPad Slim 3i 15IAU7 Intel Core i3 1215U 8GB RAM, 512GB SSD 15.6 Inch FHD Display Abyss Blue Laptop<br> Product Id: 33.01.200.1145",Intel Core i3,Intel,12th,8,512,True,False,0,59500,15.6,FHD,Abyss Blue,10,10,2,2,3,0,SSD,1,0,0,4,1,3,0
dell,Dell Inspiron 15 3520 Intel Core i3 1215U 8GB RAM 512GB SSD 15.6 Inch FHD Display Carbon Black Laptop<br> Product Id: 33.01.013.1626,Intel Core i3,Intel,12th,8,512,True,False,0,60500,15.6,FHD,Carbon Black,5,10,2,2,3,11,SSD,1,0,0,4,1,2,0
lenovo,Lenovo IdeaPad Slim 3i 14ITL6 Intel Core i3 1115G4 8GB RAM 512GB SSD 14 Inch FHD Antiglare Display Arctic Grey Laptop<br> Product Id: 33.01.200.1065,Intel Core i3,Intel,11th,8,512,True,False,0,61000,14.0,FHD,Arctic Grey,10,10,2,1,3,3,SSD,1,0,0,4,1,5,0
chuwi,Chuwi CoreBook XPro Intel Core i3 1215U 16GB RAM 512GB SSD 15.6 Inch FHD Display Grey Laptop<br> Product Id: 33.01.767.17,Intel Core i3,Intel,12th,16,512,True,False,0,61000,15.6,FHD,Grey,4,10,2,2,3,28,SSD,1,0,0,4,1,2,0
asus,"Asus VivoBook 15 X1500EA Intel Core i3 1115G4 8GB RAM, 1TB HDD + 256GB SSD 15.6 Inch FHD Display Indie Black Laptop<br> Product Id: 33.01.006.1807",Intel Core i3,Intel,11th,8,1024,True,True,0,61800,15.6,FHD,Indie Black,2,10,2,1,3,31,SSD,1,0,0,4,1,2,0
asus,Asus VivoBook 15 K513EA Intel Core i3 1115G4 4GB RAM 512GB SSD 15.6 Inch FHD OLED Display Hearty Gold Laptop<br> Product Id: 33.01.006.1630,Intel Core i3,Intel,11th,4,512,True,False,0,61900,15.6,FHD OLED,Hearty Gold,2,10,2,1,5,29,SSD,1,0,0,4,1,2,0
infinix,Infinix INBOOK X2 Intel Core i5 1155G7 8GB RAM 512GB SSD14 Inch FHD Display Grey Laptop<br> Product Id: 33.01.937.04,Intel Core i5,Intel,11th,8,512,True,False,0,61990,14.0,FHD,Grey,9,11,2,1,3,28,SSD,1,0,0,4,1,5,0
asus,"Asus VivoBook Go 15 E1504FA AMD Ryzen 3 7320U 8GB RAM, 512GB SSD 15.6 Inch FHD LED Display Mixed Black Laptop<br> Product Id: 33.01.006.1767",AMD Ryzen 3,AMD,Not Applicable,8,512,True,False,0,62000,15.6,FHD,Mixed Black,2,1,0,4,3,43,SSD,1,0,0,1,0,1,1
avita,"Avita LIBER V14 Intel Core i5 1135G7 8GB RAM, 512GB SSD 14 Inch FHD Display Soft Lavender Laptop<br> Product Id: 33.01.780.69",Intel Core i5,Intel,11th,8,512,True,False,0,62000,14.0,FHD,Soft Lavender,3,11,2,1,3,69,SSD,1,0,0,4,1,4,0
avita,"Avita LIBER V14 Intel Core i5 1135G7 8GB RAM, 512GB SSD 14 Inch FHD Display Infinite Black Laptop<br> Product Id: 33.01.780.70",Intel Core i5,Intel,11th,8,512,True,False,0,62000,14.0,FHD,Infinite Black,3,11,2,1,3,32,SSD,1,0,0,4,1,4,0
avita,"Avita LIBER V14 Intel Core i5 1135G7 8GB RAM, 512GB SSD 14 Inch FHD Display Star Silver Laptop<br> Product Id: 33.01.780.71",Intel Core i5,Intel,11th,8,512,True,False,0,62000,14.0,FHD,Star Silver,3,11,2,1,3,75,SSD,1,0,0,4,1,4,0
avita,"Avita LIBER V14 Intel Core i5 1135G7  8GBRAM, 512GB SSD 14 Inch FHD Display Anchor Grey Laptop<br> Product Id: 33.01.780.73",Intel Core i5,Intel,11th,8,512,True,False,0,62000,14.0,FHD,Anchor Grey,3,11,2,1,3,2,SSD,1,0,0,4,1,4,0
avita,"Avita LIBER V14 Intel Core i5 1135G7 8GB RAM, 512GB SSD 14 Inch FHD Display Golden Matt Black Laptop<br> Product Id: 33.01.780.74",Intel Core i5,Intel,11th,8,512,True,False,0,62000,14.0,FHD,Golden Matt Black,3,11,2,1,3,26,SSD,1,0,0,4,1,4,0
avita,"Avita LIBER V14 Intel Core i5 1135G7 8GB RAM, 512GB SSD 14 Inch FHD Display Flowers on Yellow Laptop<br> Product Id: 33.01.780.75",Intel Core i5,Intel,11th,8,512,True,False,0,62000,14.0,FHD,Flowers on Yellow,3,11,2,1,3,23,SSD,1,0,0,4,1,4,0
avita,"Avita LIBER V14 Intel Core i5 1135G7 8GB RAM, 512GB SSD 14 Inch FHD Display Paisley on Lilac Laptop<br> Product Id: 33.01.780.77",Intel Core i5,Intel,11th,8,512,True,False,0,62000,14.0,FHD,Paisley on Lilac,3,11,2,1,3,50,SSD,1,0,0,4,1,4,0
avita,"Avita LIBER V14 Intel Core i5 1135G7 8GB RAM, 512GB SSD 14 Inch FHD Display Snowflakes on Azure Blue Laptop<br> Product Id: 33.01.780.78",Intel Core i5,Intel,11th,8,512,True,False,0,62000,14.0,FHD,Azure Blue,3,11,2,1,3,6,SSD,1,0,0,4,1,4,0
avita,"Avita LIBER V14 Intel Core i5 1135G7 8GB RAM, 512GB SSD 14 Inch FHD Display Snowflakes on Mountain Blue Laptop<br> Product Id: 33.01.780.79",Intel Core i5,Intel,11th,8,512,True,False,0,62000,14.0,FHD,Mountain Blue,3,11,2,1,3,45,SSD,1,0,0,4,1,4,0
avita,"Avita LIBER V14 Intel Core i5 1135G7 8GB RAM, 512GB SSD 14 Inch FHD Display Iris on Ruby Laptop<br> Product Id: 33.01.780.76",Intel Core i5,Intel,11th,8,512,True,False,0,62000,14.0,FHD,Iris on Ruby,3,11,2,1,3,33,SSD,1,0,0,4,1,4,0
acer,"Acer TravelMate P214-54 Intel Core i3 1215U 8GB DDR4, 1TB HDD 14 Inch FHD IPS Display Black Laptop<br> Product Id: 33.01.002.1013",Intel Core i3,Intel,12th,8,1024,False,True,0,62500,14.0,FHD IPS,Black,0,10,2,2,4,9,HDD,0,0,0,4,3,1,0
asus,Asus VivoBook 15 X1500EA Intel Core i3 1115G4 8GB RAM 512GB SSD 15.6 Inch FHD WV Display Indie Black Laptop<br> Product Id: 33.01.006.1627,Intel Core i3,Intel,11th,8,512,True,False,0,62800,15.6,FHD WV,Indie Black,2,10,2,1,7,31,SSD,1,0,0,4,1,2,0
hp,HP ProBook 450 G8 Intel Core i3 1115G4 8GB RAM 256GB SSD 15.6 Inch HD Display Pike Silver Laptop#1A890AV<br> Product Id: 33.01.020.1498,Intel Core i3,Intel,11th,8,256,True,False,0,63000,15.6,HD,Pike Silver,7,10,2,1,8,52,SSD,1,0,0,4,1,2,0
msi,MSI Modern 14 C12MO Intel Core i3 1215U 16GB RAM 512GB SSD14 Inch FHD Display Classic Black Laptop<br> Product Id: 33.01.033.1273,Intel Core i3,Intel,12th,16,512,True,False,0,63000,14.0,FHD,Classic Black,12,10,2,2,3,15,SSD,1,0,0,4,1,5,0
msi,MSI Modern 14 C12MO Intel Core i3 1215U 16GB RAM 512GB SSD 14 Inch FHD Display Urban Silver Laptop<br> Product Id: 33.01.033.1274,Intel Core i3,Intel,12th,16,512,True,False,0,63000,14.0,FHD,Urban Silver,12,10,2,2,3,86,SSD,1,0,0,4,1,5,0
asus,"Asus VivoBook 15 X1502ZA Intel Core i3 1215U 8GB RAM, 512GB SSD 15.6 Inch FHD Display Quiet Blue Laptop<br> Product Id: 33.01.006.1805",Intel Core i3,Intel,12th,8,512,True,False,0,63500,15.6,FHD,Quiet Blue,2,10,2,2,3,61,SSD,1,0,0,4,1,2,0
asus,"Asus VivoBook S15 S513EA Intel Core i3 1115G4 8GB RAM, 512GB SSD 15.6 Inch FHD OLED Display Indie Black Laptop<br> Product Id: 33.01.006.1778",Intel Core i3,Intel,11th,8,512,True,False,0,63800,15.6,FHD OLED,Indie Black,2,10,2,1,5,31,SSD,1,0,0,4,1,2,0
lenovo,Lenovo IdeaPad Slim 3i 15IAU7 Intel Core i3 1215U 8GB RAM 512GB SSD 15.6 Inch FHD Display Abyss Blue Laptop<br> Product Id: 33.01.200.1112,Intel Core i3,Intel,12th,8,512,True,False,0,64000,15.6,FHD,Abyss Blue,10,10,2,2,3,0,SSD,1,0,0,4,1,3,0
acer,Acer TravelMate P214-53 Intel Core i5 1135G7 8GB RAM 1TB HDD 14 Inch FHD Display Black Laptop<br> Product Id: 33.01.002.923,Intel Core i5,Intel,11th,8,1024,False,True,0,65500,14.0,FHD,Black,0,11,2,1,3,9,HDD,0,0,0,4,3,1,0
asus,"Asus VivoBook 15 X1502ZA Intel Core i3 1215U 8GB RAM, 256GB SSD 15.6 Inch FHD Display Terra Cotta Laptop<br> Product Id: 33.01.006.1771",Intel Core i3,Intel,12th,8,256,True,False,0,66500,15.6,FHD,Terra Cotta,2,10,2,2,3,82,SSD,1,0,0,4,1,2,0
lenovo,"Lenovo IdeaPad Slim 3i 15IRU8 Intel Core i3 1305U 8GB RAM, 512GB SSD 15.6 Inch FHD Display Arctic Grey Laptop<br> Product Id: 33.01.200.1146",Intel Core i3,Intel,13th,8,512,True,False,0,68000,15.6,FHD,Arctic Grey,10,10,2,3,3,3,SSD,1,0,0,4,1,3,0
asus,Asus X515EA Intel Core i5 1135G7 4GB RAM 1TB HDD 15.6 Inch FHD Display Slate Grey Laptop<br> Product Id: 33.01.006.1522,Intel Core i5,Intel,11th,4,1024,False,True,0,68500,15.6,FHD,Slate Grey,2,11,2,1,3,68,HDD,0,0,0,4,3,1,0
hp,HP 240 G8 Intel Core i5 1135G7 8GB RAM 1TB HDD 14 Inch FHD Display Ash Laptop<br> Product Id: 33.01.020.1444,Intel Core i5,Intel,11th,8,1024,False,True,0,68500,14.0,FHD,Ash,7,11,2,1,3,4,HDD,0,0,0,4,3,1,0
asus,Asus X515EA Intel Core i5 1135G7 4GB RAM 1TB HDD 15.6 Inch FHD WV Display Peacock Blue Laptop<br> Product Id: 33.01.006.1563,Intel Core i5,Intel,11th,4,1024,False,True,0,68500,15.6,FHD WV,Peacock Blue,2,11,2,1,7,51,HDD,0,0,0,4,3,1,0
asus,Asus VivoBook S15 S513EA Intel Core i3 1115G4 4GB RAM 512GB SSD 15.6 Inch FHD OLED Display Indie Black Laptop<br> Product Id: 33.01.006.1629,Intel Core i3,Intel,11th,4,512,True,False,0,69000,15.6,FHD OLED,Indie Black,2,10,2,1,5,31,SSD,1,0,0,4,1,2,0
asus,Asus VivoBook 15 X1502ZA Intel Core i3 1220P 4GB RAM 512GB SSD 15.6 Inch FHD WV Display Quiet Blue Laptop<br> Product Id: 33.01.006.1649,Intel Core i3,Intel,12th,4,512,True,False,0,69800,15.6,FHD WV,Quiet Blue,2,10,2,2,7,61,SSD,1,0,0,4,1,2,0
asus,ASUS Vivobook 15 X1504VA Intel Core i3 1315U 8GB RAM 256GB SSD 15.6 Inch FHD Display Quiet Blue Laptop<br> Product Id: 33.01.006.1759,Intel Core i3,Intel,13th,8,256,True,False,0,70500,15.6,FHD,Quiet Blue,2,10,2,3,3,61,SSD,1,0,0,4,1,2,0
lenovo,Lenovo IdeaPad Slim 3i 14IRU8 Intel Core i3 1305U 8GB RAM 512GB SSD 14 Inch FHD IPS Display Arctic Grey Laptop<br> Product Id: 33.01.200.1113,Intel Core i3,Intel,13th,8,512,True,False,0,70500,14.0,FHD IPS,Arctic Grey,10,10,2,3,4,3,SSD,1,0,0,4,1,5,0
lenovo,Lenovo IdeaPad Slim 3 15ABR8 AMD Ryzen 5 7530U 8GB RAM 512GB SSD 15.6 Inch FHD Antiglare IPS Display Arctic Grey Laptop<br> Product Id: 33.01.200.1088,AMD Ryzen 5,AMD,Not Applicable,8,512,True,False,0,71000,15.6,FHD IPS,Arctic Grey,10,2,0,4,4,3,SSD,1,0,0,1,0,1,1
lenovo,Lenovo IdeaPad Slim 3 15ABR8 AMD Ryzen 5 7530U 8GB RAM 512GB SSD 15.6 Inch FHD Antiglare IPS Display Abyss Blue Laptop<br> Product Id: 33.01.200.1089,AMD Ryzen 5,AMD,Not Applicable,8,512,True,False,0,71000,15.6,FHD IPS,Abyss Blue,10,2,0,4,4,0,SSD,1,0,0,1,0,1,1
asus,Asus VivoBook 14 X1402ZA Intel Core i3 1220P 8GB RAM 512GB SSD 14 Inch FHD Display Terra Cotta Laptop<br> Product Id: 33.01.006.1743,Intel Core i3,Intel,12th,8,512,True,False,0,71500,14.0,FHD,Terra Cotta,2,10,2,2,3,82,SSD,1,0,0,4,1,4,0
asus,"Asus VivoBook 16 X1605ZA Intel Core i3 1215U 8GB RAM, 512GB SSD 16 Inch WUXGA Display Indie Black Laptop<br> Product Id: 33.01.006.1795",Intel Core i3,Intel,12th,8,512,True,False,0,72000,16.0,FHD WUXGA,Indie Black,2,10,2,2,6,31,SSD,1,0,0,4,1,2,0
msi,"MSI Modern 15 B7M AMD Ryzen 5 7530U 8GB RAM, 512GB SSD, 15.6 Inch FHD IPS Display Classic Black Laptop with MSI Backpack<br> Product Id: 33.01.033.1289",AMD Ryzen 5,AMD,Not Applicable,8,512,True,False,0,72500,15.6,FHD IPS,Classic Black,12,2,0,4,4,15,SSD,1,0,0,1,0,1,1
hp,HP 15s-eq3619AU AMD Ryzen 5 5625U 8GB RAM 512GB SSD 15.6 Inch FHD Display Spruce Blue Laptop<br> Product Id: 33.01.020.1492,AMD Ryzen 5,AMD,Not Applicable,8,512,True,False,0,73200,15.6,FHD,Spruce Blue,7,2,0,4,3,72,SSD,1,0,0,1,0,1,1
asus,Asus VivoBook 15 M1502IA AMD Ryzen 5 4600H 8GB RAM 512GB SSD 15.6 Inch FHD Display Quiet Blue Laptop<br> Product Id: 33.01.006.1753,AMD Ryzen 5,AMD,Not Applicable,8,512,True,False,0,74000,15.6,FHD,Quiet Blue,2,2,0,4,3,61,SSD,1,0,0,1,0,1,1
dell,Dell Latitude 15-3520 Intel Core i5 1135G7 8GB RAM 500GB SSD 15.6 Inch HD Display Black Laptop<br> Product Id: 33.01.013.1658,Intel Core i5,Intel,11th,8,500,True,False,0,74500,15.6,HD,Black,5,11,2,1,8,9,SSD,1,0,0,4,1,2,0
msi,"MSI Modern 15 B7M AMD Ryzen 5 7530U 16GB RAM, 512GB SSD, 15.6 Inch FHD IPS Display Classic Black Laptop with MSI Backpack<br> Product Id: 33.01.033.1290",AMD Ryzen 5,AMD,Not Applicable,16,512,True,False,0,75000,15.6,FHD IPS,Classic Black,12,2,0,4,4,15,SSD,1,0,0,1,0,1,1
lenovo,Lenovo IdeaPad Slim 3i 14IAU7 Core i5 1235U 8GB RAM 256GB SSD 14 Inch FHD Display Arctic Grey Laptop<br> Product Id: 33.01.200.1053,Intel Core i5,Intel,12th,8,256,True,False,0,75500,14.0,FHD,Arctic Grey,10,11,2,2,3,3,SSD,1,0,0,4,1,5,0
dell,Dell Latitude 15-3520 Intel Core i5 1145G7 8GB RAM 256GB SSD 15.6 Inch HD Display Black Laptop<br> Product Id: 33.01.013.1660,Intel Core i5,Intel,11th,8,256,True,False,0,76800,15.6,HD,Black,5,11,2,1,8,9,SSD,1,0,0,4,1,2,0
hp,"HP 240 G8 11th Gen Intel Core i5 1135G7 8GB RAM, 512GB SSD 14 Inch FHD Display Ash Silver Laptop<br> Product Id: 33.01.020.1525",Intel Core i5,Intel,11th,8,512,True,False,0,77000,14.0,FHD,Ash Silver,7,11,2,1,3,5,SSD,1,0,0,4,1,5,0
lenovo,Lenovo IdeaPad 3 15ALC6 Ryzen 7 5700U 16GB RAM 512GB SSD 15.6 Inch FHD IPS Display Arctic Grey Laptop<br> Product Id: 33.01.200.1100,AMD Ryzen 7,AMD,Not Applicable,16,512,True,False,0,78000,15.6,FHD IPS,Arctic Grey,10,3,0,4,4,3,SSD,1,0,0,1,0,1,1
dell,Dell Inspiron 15 3520 Intel Core i5 1235U 8GB RAM 512GB SSD 15.6 Inch FHD Display Platinum Silver Laptop#WARMLKN15ADL23051010PLASPP<br> Product Id: 33.01.013.1627,Intel Core i5,Intel,12th,8,512,True,False,0,78500,15.6,FHD,Platinum Silver,5,11,2,2,3,58,SSD,1,0,0,4,1,2,0
dell,Dell Inspiron 15 3520 Intel Core i5 1235U 8GB RAM 512GB SSD 15.6 Inch FHD Display Carbon Black Laptop<br> Product Id: 33.01.013.1628,Intel Core i5,Intel,12th,8,512,True,False,0,78500,15.6,FHD,Carbon Black,5,11,2,2,3,11,SSD,1,0,0,4,1,2,0
acer,"Acer TravelMate P214-54 Intel Core i5 1235U 8GB RAM, 512GB SSD 14 Inch FHD IPS Display Black Laptop<br> Product Id: 33.01.002.1014",Intel Core i5,Intel,12th,8,512,True,False,0,78500,14.0,FHD IPS,Black,0,11,2,2,4,9,SSD,1,0,0,4,1,4,0
asus,"Asus VivoBook 15 X1502ZA Intel Core i5 1235U 8GB RAM, 512GB SSD 15.6 Inch FHD Display Quiet Blue Laptop<br> Product Id: 33.01.006.1806",Intel Core i5,Intel,12th,8,512,True,False,0,79500,15.6,FHD,Quiet Blue,2,11,2,2,3,61,SSD,1,0,0,4,1,2,0
asus,"Asus VivoBook 14 M1405YA AMD Ryzen 5 7530U 8GBRAM, 512GB SSD 14 Inch WUXGA Display Indie Black Laptop<br> Product Id: 33.01.006.1794",AMD Ryzen 5,AMD,Not Applicable,8,512,True,False,0,80000,14.0,FHD WUXGA,Indie Black,2,2,0,4,6,31,SSD,1,0,0,1,0,1,1
lenovo,"Lenovo IdeaPad Slim 3i 15ITL6 Intel Core i7 1165G 8GB RAM, 512GB SSD 15.6 Inch FHD Display Arctic Grey Laptop (8GB RAM)<br> Product Id: 33.01.200.1160",Intel Core i7,Intel,11th,8,512,True,False,0,80500,15.6,FHD,Arctic Grey,10,12,2,1,3,3,SSD,1,0,0,4,1,3,0
asus,Asus VivoBook Go 15 E1504FA AMD Ryzen 5 7520U 16GB RAM 512GB SSD 15.6 Inch FHD Display Mixed Black Laptop<br> Product Id: 33.01.006.1745,AMD Ryzen 5,AMD,Not Applicable,16,512,True,False,0,81500,15.6,FHD,Mixed Black,2,2,0,4,3,43,SSD,1,0,0,1,0,1,1
asus,Asus VivoBook 15 X1502ZA Intel Core i5 1235U 8GB RAM 512GB SSD 15.6 Inch FHD Display Terra Cotta Laptop<br> Product Id: 33.01.006.1762,Intel Core i5,Intel,12th,8,512,True,False,0,81500,15.6,FHD,Terra Cotta,2,11,2,2,3,82,SSD,1,0,0,4,1,2,0
acer,Acer Aspire 7 A715-42G-R2NE AMD Ryzen 5 5500U 8GB RAM 512GB SSD 15.6 Inch FHD Display Charcoal Black Gaming Laptop<br> Product Id: 33.02.002.961,AMD Ryzen 5,AMD,Not Applicable,8,512,True,False,4,82500,15.6,FHD,Charcoal Black,0,2,0,4,3,14,SSD,1,1,0,1,0,7,4
hp,"HP 15-fd0204TU Intel Core i5 1335U 8GB RAM, 512GB SSD 15.6 Inch FHD Display Silver Laptop<br> Product Id: 33.01.020.1528",Intel Core i5,Intel,13th,8,512,True,False,0,82500,15.6,FHD,Silver,7,11,2,3,3,67,SSD,1,0,0,4,1,3,0
hp,HP 15-fd0205TU Intel Core i5 1335U 8GB RAM 512GB SSD 15.6 Inch FHD Display Moonlight Blue Laptop<br> Product Id: 33.01.020.1529,Intel Core i5,Intel,13th,8,512,True,False,0,82500,15.6,FHD,Moonlight Blue,7,11,2,3,3,44,SSD,1,0,0,4,1,3,0
hp,"HP 15-fd0202TU Intel Core i5 1335U 8GB RAM, 512GB SSD 15.6 Inch FHD Display Diamond White Laptop<br> Product Id: 33.01.020.1530",Intel Core i5,Intel,13th,8,512,True,False,0,82500,15.6,FHD,Diamond White,7,11,2,3,3,21,SSD,1,0,0,4,1,3,0
msi,"MSI Modern 14 C12MO Intel Core i5 1235U 16GB RAM, 512GB SSD 14 Inch FHD IPS Display Classic Black Laptop With Bag<br> Product Id: 33.01.033.1277",Intel Core i5,Intel,12th,16,512,True,False,0,82900,14.0,FHD IPS,Classic Black,12,11,2,2,4,15,SSD,1,0,0,4,1,5,0
msi,"MSI Modern 14 C12MO Intel Core i5 1235U 16GB RAM, 512GB SSD 14 Inch FHD IPS Display Urban Silver Laptop With Bag<br> Product Id: 33.01.033.1278",Intel Core i5,Intel,12th,16,512,True,False,0,82900,14.0,FHD IPS,Urban Silver,12,11,2,2,4,86,SSD,1,0,0,4,1,5,0
lenovo,Lenovo IdeaPad Slim 3 15ABR8 AMD Ryzen 7 7730U 8GB RAM 512GB SSD 15.6 Inch FHD Antiglare IPS Display Abyss Blue Laptop<br> Product Id: 33.01.200.1091,AMD Ryzen 7,AMD,Not Applicable,8,512,True,False,0,83000,15.6,FHD IPS,Abyss Blue,10,3,0,4,4,0,SSD,1,0,0,1,0,1,1
lenovo,Lenovo IdeaPad Slim 3i 15IAU7 Intel Core i5 1235U 8GB RAM 512GB SSD 15.6 Inch FHD Display Arctic Grey Laptop<br> Product Id: 33.01.200.1115,Intel Core i5,Intel,12th,8,512,True,False,0,83000,15.6,FHD,Arctic Grey,10,11,2,2,3,3,SSD,1,0,0,4,1,3,0
asus,Asus ExpertBook B1 B1400CEAE Intel Core i5 1135G7 4GB RAM 1TB HDD 14 Inch FHD Display Star Black Laptop<br> Product Id: 33.01.006.1682,Intel Core i5,Intel,11th,4,1024,False,True,0,83500,14.0,FHD,Star Black,2,11,2,1,3,73,HDD,0,0,0,4,3,1,0
msi,"MSI Modern 15 B12MO Intel Core i5 1235U 16GB DRAM, 512GB SSD 15.6 Inch FHD IPS Display Classic Black Laptop<br> Product Id: 33.01.033.1275",Intel Core i5,Intel,12th,16,512,True,False,0,83900,15.6,FHD IPS,Classic Black,12,11,2,2,4,15,SSD,1,0,0,4,1,3,0
dell,Dell Vostro 15 3510 Intel Core i5 1135G7 8GB RAM 512GB SSD 15.6 Inch FHD Display Black Laptop<br> Product Id: 33.01.013.1656,Intel Core i5,Intel,11th,8,512,True,False,2,84000,15.6,FHD,Black,5,11,2,1,3,9,SSD,1,0,0,4,1,2,0
acer,Acer Extensa 14 EX214-53-543W Intel Core i5 1240P 8GB RAM 512GB SSD 14 Inch FHD Display Pure Silver Laptop<br> Product Id: 33.01.002.991,Intel Core i5,Intel,12th,8,512,True,False,0,84000,14.0,FHD,Pure Silver,0,11,2,2,3,60,SSD,1,0,0,4,1,4,0
